Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Premium_Delivery,Distance
38,4.4,Stormy,Low ,motorcycle ,Metropolitian ,135,Clothing,0,7.8626681674103684
24,4.1,Cloudy,Jam ,scooter ,Metropolitian ,195,Electronics,0,19.760091519675676
34,4.8,Sandstorms,Low ,scooter ,Urban ,16,Grocery,1,20.44292976252901
23,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,75,Cosmetics,1,12.29343378697411
20,4.5,Sunny,High ,scooter ,Urban ,75,Outdoors,1,1.572533729286321
38,4.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,160,Cosmetics,0,12.161642370389037
39,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,105,Sports,1,4.537516076226438
21,4.7,Windy,Jam ,motorcycle ,Metropolitian ,145,Snacks,0,12.580267822400963
33,4.1,Stormy,Medium ,motorcycle ,Metropolitian ,180,Sports,0,14.15280068944862
39,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,255,Shoes,0,17.29786575291325
34,4.5,Stormy,Medium ,van,Metropolitian ,140,Cosmetics,0,4.717601092054723
26,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,85,Snacks,1,9.055848504226429
32,5.0,Sandstorms,Jam ,scooter ,Metropolitian ,130,Pet Supplies,0,7.762092914972186
33,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,130,Apparel,0,11.983910535138023
28,4.6,Cloudy,Low ,motorcycle ,Urban ,115,Outdoors,1,10.564596934158217
39,4.2,Sandstorms,High ,motorcycle ,Metropolitian ,220,Skincare,0,1.5125976112065025
37,4.7,Sunny,Medium ,scooter ,Metropolitian ,95,Outdoors,1,6.232139486668102
26,4.8,Windy,Jam ,scooter ,Urban ,60,Snacks,1,7.8626681674103684
25,4.7,Windy,Low ,motorcycle ,Urban ,50,Cosmetics,1,3.105091522701049
25,4.5,Sunny,Jam ,motorcycle ,Metropolitian ,115,Toys,1,13.970652591255588
30,5.0,Sunny,High ,motorcycle ,Metropolitian ,145,Books,0,6.146622187550208
21,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,165,Electronics,0,12.464390099643042
23,4.8,Cloudy,Low ,scooter ,Urban ,90,Books,1,3.073462803868858
38,4.8,Fog,Medium ,motorcycle ,Metropolitian ,30,Grocery,1,9.348109676504626
38,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,27,Grocery,1,20.44292976252901
32,4.7,Cloudy,High ,scooter ,Metropolitian ,185,Apparel,0,5.992261339612392
29,4.8,Sandstorms,Jam ,motorcycle ,Metropolitian ,195,Jewelry,0,12.099096916817198
32,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,105,Shoes,1,7.7901565957028485
38,4.4,Sandstorms,Low ,motorcycle ,Other,115,Apparel,1,3.108925571154772
34,4.7,Cloudy,Low ,van,Metropolitian ,75,Toys,1,1.532229188735096
31,4.9,Stormy,Low ,motorcycle ,Urban ,95,Clothing,1,12.256421318543588
32,4.9,Windy,Medium ,van,Urban ,27,Grocery,1,8.942954308598226
20,4.8,Windy,Low ,scooter ,Metropolitian ,11,Grocery,1,1.489829154062434
25,4.6,Stormy,Low ,van,Urban ,75,Jewelry,1,11.007734763744617
25,4.9,Windy,Low ,motorcycle ,Urban ,50,Jewelry,1,8.812119870403658
21,4.8,Sandstorms,Medium ,scooter ,Metropolitian ,145,Outdoors,0,7.761160094160204
35,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,250,Apparel,0,19.882650147415998
27,4.7,Windy,High ,scooter ,Metropolitian ,105,Kitchen,1,6.127106344248052
29,4.6,Sandstorms,Jam ,scooter ,Metropolitian ,130,Jewelry,0,4.537989684962583
22,4.6,Stormy,Low ,scooter ,Metropolitian ,95,Clothing,1,3.05960707159485
38,4.7,Stormy,Medium ,motorcycle ,Metropolitian ,160,Shoes,0,4.610405794808594
39,4.8,Fog,Low ,motorcycle ,Metropolitian ,25,Grocery,1,1.526394624358336
26,5.0,Cloudy,Medium ,scooter ,Urban ,15,Grocery,1,4.560903158461034
28,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,80,Toys,1,1.5101907524492046
27,4.9,Stormy,Medium ,motorcycle ,Metropolitian ,100,Sports,1,7.790401204068506
27,4.7,Fog,Jam ,motorcycle ,Metropolitian ,145,Electronics,0,9.314115494737472
33,4.6,Fog,Jam ,motorcycle ,Metropolitian ,160,Books,0,7.573225613488764
36,4.3,Cloudy,High ,motorcycle ,Metropolitian ,170,Clothing,0,6.210045163136143
35,5.0,Fog,Low ,scooter ,Metropolitian ,90,Shoes,1,1.5545266759919338
20,4.2,Sandstorms,Low ,motorcycle ,Metropolitian ,135,Sports,0,9.435201537430714
33,4.6,Stormy,Medium ,motorcycle ,Urban ,125,Jewelry,0,9.192571532077613
38,5.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,Jewelry,0,4.663600819587387
37,3.7,Sandstorms,Medium ,van,Metropolitian ,165,Skincare,0,13.735754037289178
23,4.8,Fog,Low ,scooter ,Urban ,60,Kitchen,1,4.537553114731602
26,4.8,Stormy,Low ,scooter ,Urban ,70,Apparel,1,9.056024276265346
34,4.0,Windy,Medium ,van,Metropolitian ,160,Toys,0,9.348431884826278
33,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,135,Snacks,0,14.15280068944862
29,5.0,Fog,Medium ,motorcycle ,Urban ,220,Cosmetics,0,17.076712975302453
22,4.9,Windy,Medium ,motorcycle ,Urban ,130,Shoes,0,10.593374354489852
37,4.5,Sunny,High ,motorcycle ,Metropolitian ,115,Jewelry,1,6.210069011405746
21,4.8,Fog,Jam ,motorcycle ,Semi-Urban ,240,Clothing,0,13.481328211108043
28,4.6,Stormy,High ,motorcycle ,Metropolitian ,130,Electronics,0,1.5124736191451338
30,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,15,Grocery,1,7.772241951547947
39,4.1,Cloudy,High ,scooter ,Metropolitian ,165,Jewelry,0,6.037474189824093
26,4.5,Sandstorms,Low ,motorcycle ,Metropolitian ,25,Grocery,1,1.5367917694809952
36,3.7,Sandstorms,Jam ,motorcycle ,Urban ,205,Electronics,0,12.07439552568561
33,4.8,Sandstorms,Low ,van,Metropolitian ,105,Books,1,9.313691518325752
33,4.8,Stormy,Medium ,van,Metropolitian ,135,Electronics,0,12.294187491090893
30,4.0,Stormy,Low ,motorcycle ,Metropolitian ,125,Kitchen,0,3.040649953439472
21,4.8,Stormy,Low ,scooter ,Urban ,65,Toys,1,10.881249731552508
38,4.9,Sunny,Jam ,motorcycle ,Metropolitian ,95,Electronics,1,12.074056378231194
35,4.5,Windy,Low ,motorcycle ,Metropolitian ,100,Books,1,7.6481792534738355
36,4.3,Windy,Medium ,scooter ,Metropolitian ,165,Skincare,0,7.601265908224463
34,3.6,Fog,Low ,van,Metropolitian ,155,Outdoors,0,14.0219570899938
34,5.0,Sandstorms,Low ,motorcycle ,Urban ,100,Home,1,3.1050835221086417
34,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,145,Electronics,0,4.53754359959467
30,4.8,Windy,Low ,scooter ,Metropolitian ,125,Pet Supplies,0,17.137879924186517
23,4.7,Windy,High ,motorcycle ,Urban ,75,Skincare,1,3.0186634483528856
22,4.6,Fog,Jam ,scooter ,Metropolitian ,190,Snacks,0,16.64663439144687
37,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,170,Kitchen,0,5.958963420481106
22,4.9,Sunny,Jam ,scooter ,Urban ,95,Sports,1,14.15280068944862
38,4.0,Windy,Jam ,motorcycle ,Metropolitian ,250,Outdoors,0,10.881199561003374
23,4.8,Sunny,Low ,motorcycle ,Urban ,105,Electronics,1,12.421242442902571
31,,Sunny,Jam ,motorcycle ,Metropolitian ,140,Pet Supplies,0,8.987911213313863
21,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,160,Home,0,4.6741517745550425
35,4.9,Cloudy,Low ,van,Metropolitian ,145,Sports,0,16.819856608097247
38,4.0,Sandstorms,Low ,motorcycle ,Metropolitian ,130,Books,0,3.1051298892163754
24,4.7,Fog,Low ,scooter ,Metropolitian ,140,Cosmetics,0,11.916757259074618
37,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,140,Snacks,0,9.326577421221064
20,4.6,Stormy,Medium ,motorcycle ,Urban ,125,Sports,0,10.586595268060286
26,4.6,Windy,Medium ,motorcycle ,Metropolitian ,145,Shoes,0,4.656862974505059
38,4.7,Sunny,Low ,scooter ,Urban ,100,Shoes,1,12.256321133212229
24,4.6,Stormy,Jam ,motorcycle ,Urban ,130,Pet Supplies,0,19.917359352866203
31,5.0,Fog,Jam ,scooter ,Metropolitian ,210,Outdoors,0,20.253748386838097
25,4.9,Windy,Jam ,scooter ,Metropolitian ,17,Grocery,1,16.63651695459671
31,4.6,Stormy,Low ,motorcycle ,Metropolitian ,130,Sports,0,3.0295222215900934
27,4.9,Fog,Medium ,motorcycle ,Urban ,105,Toys,1,6.2323920207909005
39,4.3,Cloudy,Medium ,scooter ,Metropolitian ,175,Home,0,12.162418131175954
28,4.7,Cloudy,Low ,scooter ,Other,130,Pet Supplies,0,19.688324335752394
38,4.2,Fog,Jam ,scooter ,Metropolitian ,225,Apparel,0,13.611566722125085
22,4.8,Cloudy,Low ,scooter ,Metropolitian ,130,Books,0,11.719960263754546
21,4.6,Fog,Jam ,van,Metropolitian ,205,Shoes,0,10.42769256917753
27,4.9,Stormy,Low ,scooter ,Metropolitian ,60,Snacks,1,3.116128490575321
35,5.0,Cloudy,Medium ,motorcycle ,Other,130,Skincare,0,9.17624749258827
50,6.0,,NaN ,scooter ,Metropolitian ,145,Sports,0,20.968992615068668
29,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,50,Toys,1,4.560783589287684
30,4.8,Sandstorms,Jam ,motorcycle ,Metropolitian ,145,Clothing,0,13.631440268080546
31,4.5,Sandstorms,High ,scooter ,Urban ,140,Home,0,6.037225392443855
27,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,28,Grocery,1,16.9032932130662
28,4.8,Fog,Jam ,van,Metropolitian ,200,Jewelry,0,12.43525673518922
39,4.5,Windy,Medium ,scooter ,Metropolitian ,170,Home,0,10.427208660422918
29,4.1,Fog,Medium ,scooter ,Metropolitian ,195,Apparel,0,12.485077941758162
35,4.3,Cloudy,Low ,motorcycle ,Urban ,175,Cosmetics,0,13.68160171925017
28,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,22,Grocery,1,16.59866734050554
34,4.7,Sunny,High ,motorcycle ,Metropolitian ,95,Electronics,1,6.232139486668102
35,4.9,Sunny,Medium ,motorcycle ,Metropolitian ,125,Home,0,20.17984922053873
26,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,145,Pet Supplies,0,7.6838087174265155
35,4.7,Fog,High ,scooter ,Metropolitian ,170,Pet Supplies,0,1.5526929456613006
27,4.9,Stormy,Low ,motorcycle ,Metropolitian ,85,Outdoors,1,12.419709768770852
30,5.0,Sandstorms,Medium ,motorcycle ,Urban ,120,Clothing,1,10.757536302641865
29,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,170,Home,0,16.368215933468093
36,4.8,Stormy,Jam ,scooter ,Metropolitian ,27,Grocery,1,11.007734763744617
35,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,195,Kitchen,0,8.937788557678179
20,4.9,Fog,Jam ,motorcycle ,Metropolitian ,140,Electronics,0,7.6470478692714
23,4.8,Fog,Jam ,scooter ,Metropolitian ,190,Clothing,0,10.64201906419996
39,4.8,Cloudy,Medium ,scooter ,Metropolitian ,165,Toys,0,20.25401003649676
29,5.0,Stormy,Jam ,scooter ,Metropolitian ,100,Cosmetics,1,13.97065239831014
32,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,105,Home,1,1.4981529749942657
34,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,165,Clothing,0,4.476869299223188
28,4.6,Sunny,Low ,motorcycle ,Urban ,85,Snacks,1,1.5322753274864631
39,4.8,Stormy,Low ,motorcycle ,Metropolitian ,145,Skincare,0,4.537553114731602
30,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,135,Apparel,0,9.326829542520468
31,4.7,Sandstorms,Jam ,scooter ,Metropolitian ,150,Apparel,0,20.25292440884735
22,4.8,Sunny,Jam ,scooter ,Metropolitian ,17,Grocery,1,9.348325936764454
30,4.6,Cloudy,Jam ,scooter ,Metropolitian ,215,Electronics,0,10.808568764939892
32,4.4,Sandstorms,High ,motorcycle ,Metropolitian ,170,Jewelry,0,6.29013467763468
32,4.4,Sandstorms,Jam ,scooter ,Metropolitian ,180,Home,0,13.68160171925017
34,4.2,Sandstorms,Medium ,motorcycle ,Metropolitian ,155,Outdoors,0,7.448412467877649
23,4.8,Fog,Low ,motorcycle ,Urban ,90,Toys,1,1.5203682291094078
31,4.5,Stormy,Jam ,motorcycle ,Metropolitian ,200,Jewelry,0,10.756165907453589
34,4.3,Stormy,Jam ,motorcycle ,Metropolitian ,180,Jewelry,0,12.07929639549024
39,4.5,Stormy,High ,scooter ,Urban ,130,Snacks,0,6.08119089136717
38,4.6,Stormy,Low ,scooter ,Metropolitian ,105,Clothing,1,12.351181659045789
39,4.8,Sunny,High ,motorcycle ,Urban ,125,Clothing,0,3.145067434621583
36,5.0,Stormy,Medium ,motorcycle ,Urban ,150,Books,0,12.350300915304105
36,4.7,Stormy,Jam ,motorcycle ,Urban ,140,Apparel,0,4.589965403039351
30,4.7,Stormy,Medium ,motorcycle ,Metropolitian ,145,Home,0,7.8626681674103684
33,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,145,Pet Supplies,0,17.13749142638821
32,4.8,Stormy,Low ,motorcycle ,Metropolitian ,135,Pet Supplies,0,10.88095073745098
24,4.2,Sandstorms,Jam ,motorcycle ,Metropolitian ,185,Toys,0,10.86883819011362
21,4.8,Fog,Low ,scooter ,Metropolitian ,130,Cosmetics,0,20.286217032654076
32,4.7,Sunny,Jam ,motorcycle ,Metropolitian ,105,Toys,1,7.683556858430526
39,4.9,Sunny,High ,scooter ,Urban ,100,Apparel,1,1.5368503798521727
28,4.8,Sunny,Medium ,scooter ,Metropolitian ,65,Skincare,1,4.66331041671685
23,5.0,Sunny,Low ,scooter ,Urban ,85,Jewelry,1,1.5125654463644047
37,4.9,Cloudy,Low ,van,Metropolitian ,130,Electronics,0,20.44292976252901
30,5.0,Fog,Medium ,scooter ,Metropolitian ,95,Books,1,9.055898607912091
26,4.5,Sandstorms,Low ,van,Metropolitian ,80,Home,1,3.1046911695399038
33,3.4,Sunny,Low ,motorcycle ,Metropolitian ,155,Cosmetics,0,12.099354574706966
24,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Electronics,0,20.182728114832916
38,4.9,Fog,High ,motorcycle ,Metropolitian ,190,Jewelry,0,6.127848457033505
25,4.0,Stormy,Low ,motorcycle ,Metropolitian ,80,Kitchen,1,1.5100935919216978
25,4.3,Sandstorms,Medium ,motorcycle ,Metropolitian ,160,Snacks,0,16.659890497111146
25,4.6,Fog,Medium ,motorcycle ,Metropolitian ,110,Home,1,9.177805335295872
24,4.6,Sandstorms,Jam ,scooter ,Urban ,145,Jewelry,0,9.435201537430714
21,4.9,Sunny,Jam ,scooter ,Metropolitian ,55,Outdoors,1,14.021756535050493
33,4.9,Sunny,Low ,motorcycle ,Metropolitian ,85,Sports,1,4.464087375691327
27,4.9,Stormy,High ,motorcycle ,Metropolitian ,130,Pet Supplies,0,1.489829154062434
24,4.5,Sandstorms,Low ,van,Metropolitian ,80,Shoes,1,4.657195393807058
38,4.5,Windy,Low ,motorcycle ,Metropolitian ,130,Home,0,4.530163033904002
37,5.0,Stormy,Low ,scooter ,Metropolitian ,145,Skincare,0,4.663545220952834
39,4.8,Sunny,Jam ,motorcycle ,Urban ,125,Shoes,0,13.830016226508704
36,4.9,Fog,Medium ,van,Urban ,150,Jewelry,0,19.688565914789702
35,4.7,Windy,Low ,scooter ,Urban ,140,Sports,0,20.44292976252901
38,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,150,Kitchen,0,7.8626681674103684
37,4.8,Windy,Low ,motorcycle ,Metropolitian ,110,Pet Supplies,1,14.021816217041177
36,4.9,Windy,Medium ,van,Metropolitian ,170,Kitchen,0,4.717601092054723
23,4.6,Sunny,Medium ,scooter ,Urban ,80,Kitchen,1,13.580373876280879
28,4.8,Sunny,Low ,motorcycle ,Metropolitian ,85,Electronics,1,4.544194013501194
38,4.7,Fog,High ,motorcycle ,Metropolitian ,140,Sports,0,6.128757701629757
33,3.7,Sandstorms,Jam ,scooter ,Metropolitian ,160,Electronics,0,19.617581275547632
24,4.1,Sunny,Jam ,motorcycle ,Metropolitian ,245,Snacks,0,4.610390241501909
22,4.6,Fog,Low ,motorcycle ,Metropolitian ,55,Books,1,1.5137650551016817
24,4.9,Cloudy,Jam ,scooter ,Metropolitian ,125,Jewelry,0,7.6831914051315
30,4.7,Windy,Jam ,scooter ,Metropolitian ,140,Sports,0,9.075228438646324
29,4.9,Windy,Medium ,motorcycle ,Other,95,Jewelry,1,4.674644234401863
29,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,190,Books,0,16.38446703586394
23,5.0,Fog,Jam ,scooter ,Metropolitian ,150,Toys,0,9.22014751541987
23,4.4,Windy,Low ,motorcycle ,Metropolitian ,120,Jewelry,1,3.029527086813746
26,4.0,Fog,Jam ,motorcycle ,Metropolitian ,195,Skincare,0,13.582511011042971
20,4.7,Sandstorms,Jam ,motorcycle ,Urban ,90,Clothing,1,7.659687719505771
31,4.6,Windy,High ,scooter ,Metropolitian ,145,Sports,0,6.2178836475581045
26,5.0,Cloudy,Jam ,motorcycle ,Semi-Urban ,240,Skincare,0,19.890503583967206
26,4.4,Sandstorms,Low ,motorcycle ,Urban ,145,Books,0,3.1050835221086417
33,4.8,Stormy,Low ,motorcycle ,Metropolitian ,75,Home,1,17.097972861362276
34,4.7,Sunny,Medium ,scooter ,Metropolitian ,110,Cosmetics,1,6.29013467763468
20,4.7,Sandstorms,Low ,scooter ,Urban ,55,Shoes,1,1.532234790495708
24,4.9,Cloudy,Jam ,scooter ,Urban ,180,Kitchen,0,20.253058591951756
39,4.3,Stormy,Low ,motorcycle ,Metropolitian ,115,Apparel,1,1.5303005968363894
20,4.9,Fog,Medium ,scooter ,Metropolitian ,80,Kitchen,1,7.573429885020108
31,5.0,Windy,Jam ,motorcycle ,Urban ,270,Kitchen,0,19.36320422209685
28,4.2,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Snacks,1,1.5092307910796248
22,4.8,Windy,Jam ,van,Metropolitian ,130,Electronics,0,10.444916612938805
38,4.8,Fog,Low ,motorcycle ,Metropolitian ,200,Jewelry,0,19.87743959766233
27,4.5,Cloudy,Medium ,scooter ,Urban ,60,Toys,1,6.120938502923837
31,4.3,Sandstorms,Low ,motorcycle ,Urban ,100,Jewelry,1,3.0645346577473593
37,4.5,Fog,Low ,motorcycle ,Urban ,75,Electronics,1,3.0643356747968533
30,4.5,Sunny,Medium ,motorcycle ,Metropolitian ,140,Kitchen,0,17.13737798601516
28,4.9,Sandstorms,Jam ,scooter ,Metropolitian ,120,Books,1,12.16145053143676
28,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,150,Kitchen,0,12.256687342592269
20,4.1,Fog,Medium ,scooter ,Metropolitian ,195,Snacks,0,13.989147573068443
31,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,120,Snacks,1,7.761486237714824
38,4.7,Cloudy,Jam ,motorcycle ,Semi-Urban ,260,Skincare,0,12.46426668801362
38,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,140,Shoes,0,13.972194586930332
22,4.8,Cloudy,Low ,scooter ,Metropolitian ,50,Cosmetics,1,3.105133735234752
37,4.0,Stormy,Jam ,motorcycle ,Metropolitian ,270,Pet Supplies,0,13.611585111772158
32,4.6,Sandstorms,Low ,motorcycle ,Urban ,130,Electronics,0,10.88036428627722
24,5.0,Sandstorms,Low ,motorcycle ,Urban ,50,Kitchen,1,14.022182614282947
23,4.8,Windy,Jam ,motorcycle ,Metropolitian ,145,Sports,0,9.192571532077613
37,4.7,Sunny,Low ,motorcycle ,Metropolitian ,125,Kitchen,0,2.979527470384624
25,5.0,Stormy,Low ,motorcycle ,Metropolitian ,120,Electronics,1,19.361976407426397
30,4.5,Sandstorms,Low ,van,Metropolitian ,100,Home,1,16.852444613264275
35,5.0,Fog,Low ,scooter ,Urban ,75,Clothing,1,3.073660615290314
20,4.9,Fog,Medium ,motorcycle ,Metropolitian ,22,Grocery,1,4.674172124263269
39,4.7,Windy,Medium ,van,Metropolitian ,165,Skincare,0,4.656557579510365
24,4.7,Fog,Medium ,scooter ,Metropolitian ,75,Clothing,1,4.539068203248638
31,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,205,Cosmetics,0,10.709308833621588
25,4.9,Fog,Jam ,motorcycle ,Metropolitian ,32,Grocery,1,4.717601092054723
23,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,85,Outdoors,1,7.8626681674103684
31,4.2,Windy,Jam ,motorcycle ,Semi-Urban ,260,Sports,0,20.253686746640913
25,4.7,Cloudy,Medium ,van,Metropolitian ,145,Pet Supplies,0,12.43553817483687
20,4.8,Windy,Low ,motorcycle ,Metropolitian ,80,Apparel,1,16.852688970823085
34,4.7,Fog,Low ,scooter ,Metropolitian ,95,Cosmetics,1,1.5526496306637072
38,4.9,Fog,Medium ,scooter ,Urban ,85,Clothing,1,6.081595038517862
39,4.2,Cloudy,High ,van,Urban ,160,Outdoors,0,6.080891507842322
39,4.2,Cloudy,Medium ,motorcycle ,Metropolitian ,170,Outdoors,0,10.564540523828974
27,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,80,Cosmetics,1,4.610367445745056
34,4.9,Sandstorms,Jam ,scooter ,Urban ,145,Books,0,9.056095962462345
35,3.7,Stormy,Jam ,motorcycle ,Metropolitian ,180,Electronics,0,16.368215933468093
26,4.9,Stormy,Medium ,motorcycle ,Metropolitian ,140,Cosmetics,0,17.073813051007523
33,4.0,Cloudy,Medium ,scooter ,Metropolitian ,180,Books,0,13.830329612968956
33,4.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,155,Jewelry,0,4.537418110277337
29,5.0,Windy,Jam ,motorcycle ,Metropolitian ,175,Books,0,9.074647672837914
33,4.5,Stormy,Low ,scooter ,Metropolitian ,130,Pet Supplies,0,1.5125847685793798
33,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,105,Sports,1,3.0249963435107836
23,5.0,Stormy,High ,motorcycle ,Metropolitian ,140,Apparel,0,6.03744523636816
21,5.0,Sunny,High ,scooter ,Urban ,70,Skincare,1,6.081139317039376
35,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,220,Outdoors,0,13.631330662170873
37,4.9,Fog,Jam ,motorcycle ,Metropolitian ,165,Cosmetics,0,8.987828354729745
25,4.5,Sunny,High ,van,Other,95,Electronics,1,1.5366213355982792
38,4.8,Windy,Low ,motorcycle ,Metropolitian ,115,Clothing,1,20.177913041348635
22,4.8,Fog,Medium ,motorcycle ,Metropolitian ,130,Skincare,0,13.90269207363203
26,4.5,Stormy,Medium ,motorcycle ,Metropolitian ,120,Clothing,1,12.484641305205987
32,4.6,Cloudy,Low ,scooter ,Metropolitian ,130,Snacks,0,10.587588203123412
33,4.7,Windy,Low ,motorcycle ,Metropolitian ,115,Snacks,1,1.489829154062434
26,4.9,Windy,Medium ,motorcycle ,Urban ,75,Outdoors,1,4.537905323142914
27,4.5,Stormy,High ,motorcycle ,Metropolitian ,140,Clothing,0,5.958963420481106
30,4.8,Sunny,High ,motorcycle ,Metropolitian ,140,Snacks,0,1.509467584367178
31,4.3,Windy,High ,scooter ,Other,165,Sports,0,1.5525704156536744
28,4.0,Stormy,Jam ,motorcycle ,Metropolitian ,32,Grocery,1,12.29361121840287
34,4.4,Fog,Low ,motorcycle ,Other,220,Kitchen,0,19.88997830374344
39,4.0,Stormy,Jam ,motorcycle ,Metropolitian ,190,Snacks,0,17.07302628964209
28,4.3,Fog,Medium ,motorcycle ,Metropolitian ,185,Snacks,0,20.44292976252901
33,4.8,Sunny,Medium ,van,Urban ,140,Home,0,11.007734763744617
30,4.8,Sunny,High ,motorcycle ,Metropolitian ,120,Apparel,1,1.5324173514302288
27,4.6,Fog,Jam ,motorcycle ,Metropolitian ,210,Pet Supplies,0,13.612447554496786
31,4.9,Sandstorms,Low ,scooter ,Metropolitian ,120,Electronics,1,7.6838087174265155
21,4.8,Fog,Jam ,scooter ,Urban ,185,Apparel,0,20.181172140809302
33,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Home,0,4.6319408367104415
20,4.5,Sunny,Jam ,scooter ,Metropolitian ,22,Grocery,1,19.886444745109216
23,4.9,Sunny,Jam ,scooter ,Metropolitian ,22,Grocery,1,20.206226468830582
38,4.9,Fog,Jam ,scooter ,Metropolitian ,235,Skincare,0,14.021812013196106
39,4.6,Windy,Low ,scooter ,Metropolitian ,130,Kitchen,0,12.256321133212229
30,3.5,Cloudy,Low ,motorcycle ,Metropolitian ,180,Cosmetics,0,10.707144604562082
30,4.8,Stormy,High ,van,Metropolitian ,130,Clothing,0,5.968901918017758
27,4.9,Cloudy,Medium ,motorcycle ,Urban ,165,Skincare,0,16.600060265890743
23,4.8,Stormy,Medium ,motorcycle ,Urban ,80,Shoes,1,6.128501214162246
35,4.5,Sunny,Low ,motorcycle ,Metropolitian ,110,Home,1,19.618645096414927
30,4.0,Sunny,Jam ,motorcycle ,Metropolitian ,180,Toys,0,12.29343378697411
23,4.8,Sandstorms,Medium ,motorcycle ,Urban ,100,Books,1,12.256687342592269
39,4.7,Windy,High ,motorcycle ,Metropolitian ,150,Skincare,0,1.5126653201046323
21,4.7,Sunny,Low ,scooter ,Metropolitian ,95,Clothing,1,1.5368199501604665
39,4.1,Stormy,Jam ,scooter ,Metropolitian ,43,Grocery,1,11.007734763744617
24,4.9,Stormy,Low ,motorcycle ,Metropolitian ,80,Home,1,19.614735355629914
34,4.3,Sandstorms,Low ,motorcycle ,Metropolitian ,160,Clothing,0,1.5148048951935007
22,4.7,Cloudy,High ,motorcycle ,Metropolitian ,120,Toys,1,6.2427281653002735
22,4.8,Sunny,Low ,motorcycle ,Urban ,120,Shoes,1,16.60246716832672
21,4.8,Windy,Low ,van,Urban ,70,Home,1,10.564409665969961
37,4.8,Sunny,Medium ,scooter ,Metropolitian ,105,Clothing,1,7.648322354566645
23,4.7,Sandstorms,Medium ,motorcycle ,Metropolitian ,105,Snacks,1,4.717601092054723
22,4.8,Fog,Medium ,motorcycle ,Metropolitian ,150,Sports,0,20.44292976252901
32,4.7,Stormy,Jam ,scooter ,Metropolitian ,150,Kitchen,0,10.565155904264532
31,4.9,Stormy,High ,motorcycle ,Metropolitian ,130,Books,0,5.860430445188982
20,4.8,Fog,High ,scooter ,Metropolitian ,140,Shoes,0,3.145067434621583
37,4.2,Stormy,Low ,motorcycle ,Metropolitian ,150,Home,0,3.1162419915691593
35,4.9,Cloudy,Medium ,van,Metropolitian ,85,Shoes,1,6.147383751705428
32,4.7,Cloudy,Jam ,scooter ,Metropolitian ,175,Apparel,0,20.558000388188063
30,4.8,Sandstorms,Low ,scooter ,Metropolitian ,110,Sports,1,9.177683834695673
27,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,215,Outdoors,0,10.88143182310278
38,4.8,Sunny,Low ,van,Metropolitian ,85,Skincare,1,3.064427093024872
23,4.2,Cloudy,Jam ,motorcycle ,Urban ,220,Apparel,0,13.788169484007305
25,4.8,Windy,Medium ,scooter ,Metropolitian ,130,Jewelry,0,9.175565157006737
